gri kedi	gri kedilerdi	N;ARGNO3P;PL;PST
gri kedi	gri kedisin	N;ARGNO2S;SG;PRS
gri kedi	gri kedilermiş	N;ARGNO3P;PL;LGSPEC2
gri kedi	gri kedi	N;NOM;SG
gri kedi	gri kediyim	N;ARGNO1S;SG;PRS
gri kedi	gri kedilere	N;DAT;PL
gri kedi	gri kediyiz	N;ARGNO1P;SG;PRS
gri kedi	gri kedilerdir	N;ARGNO3P;PL;PRS
gri kedi	gri kedilerdik	N;ARGNO1P;PL;PST
gri kedi	gri kedilerim	N;ARGNO1S;PL;PRS
gri kedi	gri kediye	N;DAT;SG
gri kedi	gri kedi	N;ARGNO3S;SG;PRS
gri kedi	gri kediler	N;ARGNO3P;SG;PRS
gri kedi	gri kediymişsin	N;ARGNO2S;SG;LGSPEC2
gri kedi	gri kedilermişiz	N;ARGNO1P;PL;LGSPEC2
gri kedi	gri kediyi	N;ACC;SG
gri kedi	gri kedilerdim	N;ARGNO1S;PL;PST
gri kedi	gri kediden	N;ABL;SG
gri kedi	gri kedisiniz	N;ARGNO2P;SG;PRS
gri kedi	gri kediymişim	N;ARGNO1S;SG;LGSPEC2
gri kedi	gri kediymişiz	N;ARGNO1P;SG;LGSPEC2
gri kedi	gri kedileri	N;ACC;PL
gri kedi	gri kedide	N;LOC;SG
gri kedi	gri kedilersiniz	N;ARGNO2P;PL;PRS
gri kedi	gri kediymiş	N;ARGNO3S;SG;LGSPEC2
gri kedi	gri kediymişler	N;ARGNO3P;SG;LGSPEC2
gri kedi	gri kedinin	N;GEN;SG
gri kedi	gri kedilerdiniz	N;ARGNO2P;PL;PST
gri kedi	gri kedilermiş	N;ARGNO3S;PL;LGSPEC2
gri kedi	gri kediymişsiniz	N;ARGNO2P;SG;LGSPEC2
gri kedi	gri kediler	N;ARGNO3S;PL;PRS
gri kedi	gri kedilerin	N;GEN;PL
gri kedi	gri kediydim	N;ARGNO1S;SG;PST
gri kedi	gri kedilerdi	N;ARGNO3S;PL;PST
gri kedi	gri kedilermişim	N;ARGNO1S;PL;LGSPEC2
gri kedi	gri kedilerde	N;LOC;PL
gri kedi	gri kediydi	N;ARGNO3S;SG;PST
gri kedi	gri kediydin	N;ARGNO2S;SG;PST
gri kedi	gri kediydiniz	N;ARGNO2P;SG;PST
